x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,y
34.255,-7.5,-1.5,2.45,30.26,0.175,-0.005491732,-0.32970091,-0.532845727,-0.710181867,-0.837181239,55,26.16,44.125,47.93,30.42,7.585,-12.55,2.34,-12.55,14.89,0.61,7.515,13.855,13.855,-1.64,15.495,1
37.91,-1.5,6,1.56,29.15,4.51,0.006591387,-0.336292017,-0.462683824,-0.675236345,-0.884768908,55.97,13.88,43.76,42.51,29.72,5.07,13.54,13.54,-2.31,15.85,4.11,3.04,5.15,5.15,-0.06,5.21,1
81.68,9,-7.5,-1.27,10.405,6.415,0.024250534,-0.387174529,-0.579684908,-0.70850785,-0.85511085,133.765,32.65,68.505,36.315,10.03,3.395,-0.145,5.76,-6.58,12.335,1.125,7.83,13.385,13.385,-1.42,14.805,1
40.52,-9,-6,1.62,26.69,-2.32,-0.003471024,-0.322632608,-0.522801365,-0.709316151,-0.870862578,51.75,25.63,42.87,39.38,28.92,8.77,-15.02,4.31,-15.02,19.33,4.09,16.44,25.64,25.64,-0.05,25.7,1
14.44,-3.31,-6,-5.31,32.74,-0.28,0.018591586,-0.317901102,-0.569091221,-0.723485011,-0.853604666,25.8,30.97,33.53,51.43,31.19,4.59,8.25,8.25,-2.63,10.88,-1.58,2.79,6.21,6.21,-3.1,9.31,1
14.23,2.25,-5.25,3.2175,27.0275,-3.56,-0.053797162,-0.273088985,-0.497216197,-0.665128552,-0.854551483,31.9075,28.2175,40.8975,43.0975,22.4225,7.1875,-12.1925,1.85,-12.1925,14.0425,-3.0075,5.0075,8.5225,8.5225,-1.0225,9.5475,1
34.97,15,0,-0.67,18.8,-2.83,-0.030393199,-0.294729012,-0.610797024,-0.678958555,-0.84794899,37.36,5.86,26.6,21.95,20.67,5.53,-10.13,5.61,-10.13,15.75,5.52,11.52,19.6,19.6,0,19.6,1
17.405,3,-3,-1.99,18.78,1.03,0.018960778,-0.336242757,-0.526556232,-0.771003566,-0.927852474,73.835,42.265,50.075,34.28,16.595,2.845,5.975,5.975,-1.785,7.76,7.455,4.195,7.7,7.7,-5.045,12.745,1
8.764375,9.323125,-3.75,2.254375,34.31375,5.39375,0.025481258,-0.148719676,-0.516622295,-0.681537939,-0.900433184,17.933125,18.16375,27.193125,41.6925,33.678125,8.7725,9.166875,15.906875,-13.274375,29.18125,7.48875,17.134375,30.588125,30.588125,-3.86,34.448125,1
10.195,9,-1.5,-1.85,20.7,-1.2325,0.019063854,-0.336961755,-0.548778742,-0.716189311,-0.841379624,42.2125,31.2525,44.98,43.3375,24.31,5.815,7.0125,9.8125,-2.1725,11.99,-2.8325,2.8225,-2.055,3.1375,-4.7025,7.8425,1
34.87833333,-24.41333333,6,6.401666667,24.36333333,-3.703333333,0.022717448,-0.353104641,-0.516418625,-0.680705221,-0.807276068,50.66166667,15.185,37.76833333,40.67666667,25.38166667,6.16,-8.151666667,4.55,-10.63833333,15.19166667,3.553333333,7.548333333,14.96166667,14.96166667,-3.12,18.08,1
36.545,-12.75,0,0.29,26.295,1.43,-0.024494506,-0.327508037,-0.548641615,-0.707302425,-0.883074061,58.815,30.19,49.33,41.925,26.8,12.015,-18.315,-0.28,-18.315,18.035,-2.765,11.395,18.51,18.51,0,18.51,1
21.745,-3,-1.5,1.09,23.02,0.23,-0.001678779,-0.307227251,-0.572453143,-0.703929194,-0.85629436,47.785,23.85,33.695,25.705,16.565,2.19,-4.16,2.645,-4.16,6.8,2.1,4.655,7.9,7.9,-2.02,9.925,1
-14.905,-5.25,-3,1.92,10.825,1.075,-0.020175841,-0.353794932,-0.721296278,-0.823939871,-0.895781415,64.67,59.695,46.41,30.735,10.315,3.355,-6.625,2.83,-6.625,9.455,3.975,3.695,-1.43,5.375,-5.75,11.12,1
-3.65,-4.5,1.5,1.795,14.85,-1.2,0.008468416,-0.340517555,-0.489205495,-0.739138863,-0.894441618,28.235,24.545,32.56,27.735,2.55,3.77,6.415,6.415,-0.995,7.405,0.465,7.6,-13.6,0,-13.6,13.6,1
19.68,-19.57333333,43.14333333,4.646666667,7.653333333,-4.256666667,-0.003718109,-0.323002625,-0.596765422,-0.777061216,-0.877781193,98.63,63.26,61.76,39.22333333,16.64333333,5.926666667,-8.156666667,4.42,-10.72,15.14,2.093333333,11.65333333,1.993333333,12.70333333,-15.54,28.24,1
16.9,-1.5,3,2.52,24.15,-5.88,-0.002206407,-0.174565749,-0.55013087,-0.639360575,-0.877349716,37.86,36.85,37.74,39.72,24.17,6.34,-10.48,0.49,-10.48,10.97,2.04,5.97,9.99,9.99,-9.8,19.79,1
15.61090909,4.5,-3.681818182,-2.846363636,27.29636364,1.487272727,-0.000557376,-0.351923041,-0.548869507,-0.796126141,-0.898392682,57.81272727,42.10454545,41.52272727,44.90090909,28.55818182,5.379090909,-8.546363636,0.911818182,-8.546363636,9.458181818,0.75,7.235454545,12.44272727,12.44272727,-2.270909091,14.71363636,1
27.91666667,2.5,-5,0.306666667,24.12333333,5.926666667,-0.021683682,-0.389405272,-0.665270996,-0.778042042,-0.913470648,78.84,46.78333333,53.94666667,50.19,27.36,3.456666667,5.083333333,7.426666667,-2.73,10.15666667,3.773333333,5.18,9.926666667,9.926666667,-2.126666667,12.05666667,1
1.965,-3.91,3.75,1.9175,25.8525,-0.915,0.026133072,-0.308009598,-0.451901232,-0.768607656,-0.91288976,43.36,25.155,43.8075,42.145,22.195,3.685,9.9175,9.9175,-2.345,12.26,3.8625,1.58,-1.3225,1.69,-2.3425,4.0325,1
-0.16,0.75,13.5,8.2,31.535,-4.565,0.039814866,-0.166252161,-0.50780126,-0.621011543,-0.85725757,23.355,44.97,41.3,51.55,28.58,9.635,-17.505,3.655,-17.505,21.165,1.06,13.835,24.15,24.15,-3.715,27.87,1
-20.3475,-3,-3,0.4025,20.92,4.34,-0.01740431,-0.246108296,-0.56119895,-0.749917587,-0.861052439,39.2325,52.0175,44.1475,36.7825,17.25,4.8075,-4.95,2.315,-8.5925,10.905,-2.55,2.53,2.555,4.77,-2.37,7.1375,1
5.365,-2.25,9,-0.055,23.715,3.845,0.008887658,-0.314945365,-0.556485724,-0.766214311,-0.890075029,28.765,22.74,31.73,37.36,28.63,3.275,0.525,5,-5.695,10.695,5.315,2.245,4.24,4.24,-0.725,4.96,1
24.92,-1.5,-9,-0.12,28.99,2.31,-0.026503864,-0.359594932,-0.536133924,-0.736439179,-0.843326792,38.61,35.05,41.36,50.81,29.11,6.01,-9.64,0.79,-9.64,10.43,-3.04,6.48,12.41,12.41,-1.63,14.04,1
-5.32,-1.2,-4.8,1.096,20.344,-5.214,-0.003976105,-0.262640702,-0.619141161,-0.741728281,-0.877730022,32.752,43.738,39.196,43.314,10.796,3.546,-1.98,3.928,-7.348,11.278,-0.212,5.322,1.604,7.98,-4.566,12.546,1
44.425,6.3725,2.25,0.765,26.7975,-8.035,-0.042251881,-0.339969851,-0.53127681,-0.685344511,-0.894312082,22.6875,13.575,36.105,29.1725,21.4725,2.8575,-4.5175,2.3325,-5.9025,8.235,-3.19,2.6875,-1.5075,3.1575,-3.7725,6.93,1
64,1.5,7.5,3.43,19.59,-2.29,-0.035343445,-0.382031733,-0.546242127,-0.734803215,-0.90869834,74.69,24.13,35.855,30.42,19.355,3.165,-5.61,4.51,-5.61,10.125,7.64,6.185,11.995,11.995,-6.3,18.295,1
34.758,-11.876,-1.8,1.358,23.356,-2.328,0.013580957,-0.352783441,-0.560621569,-0.752193001,-0.880004568,57.032,14.958,34.524,31.984,24.944,3.232,-0.742,3.88,-4.412,8.294,-0.556,2.592,4.704,4.704,-2.084,6.79,1
11.745,16.5,1.5,-3.065,31.065,1.845,0.009751864,-0.322679365,-0.565288388,-0.750448198,-0.88608361,42.59,35.075,40.515,48.79,33.02,2.45,-4.715,1.375,-4.715,6.09,1.165,4.12,-7.57,4.225,-7.57,11.8,1
-29.96,-6,3,3.92,26.07,-5.67,0.012898281,-0.279645243,-0.515887441,-0.759662761,-0.894711486,54.6,79.63,59.39,63.46,31.84,6.07,-10.22,1.23,-10.22,11.45,2.57,3.39,6.27,6.27,-4.27,10.55,1
46.51,-7.5,-2,1.126666667,24.79,5.173333333,-0.042426225,-0.349069833,-0.455563865,-0.68047116,-0.880137733,56.42666667,10.24666667,35.00666667,32.53333333,24.69666667,4.323333333,-8.256666667,-1.616666667,-8.256666667,6.64,-4.52,2.846666667,4.973333333,4.973333333,-0.056666667,5.03,1
-4.37,-6,0,0.77,20.74,-2.41,-0.042577185,-0.278292903,-0.47739575,-0.758871291,-0.917226343,27.54,29.44,34.7,47.46,19.65,3.01,-7.01,1.98,-7.01,8.98,2.31,2.16,5.16,5.16,-0.4,5.57,1
20.46,3.823333333,1,3.653333333,14.77,4.523333333,-0.014966077,-0.361920473,-0.717383389,-0.814239323,-0.913673823,96.08666667,52.37333333,68.88666667,40.65666667,12.97333333,4.806666667,11.83,11.83,-1.76,13.59,14.77,6.38,-10.88,0.733333333,-10.88,11.61333333,1
-19.59666667,0.576666667,4,-0.76,29.18333333,5.933333333,-0.012019838,-0.236935756,-0.563832993,-0.759171641,-0.886927205,18.87,50.51666667,42.61333333,56.12,36.33666667,6.416666667,-6.426666667,7.24,-11.59333333,18.83666667,0.886666667,7.113333333,-6.076,0,0,0,1
13.025,1.665,0,-1.995,25.01,8.705,-0.045265583,-0.343521036,-0.493776439,-0.737878991,-0.92208663,36.845,28.13,37.87,35.26,18.93,2.225,2.825,4.245,-1.57,5.81,3.51,2.975,4.09,5.265,-1.05,6.315,1
14.55,-0.75,-0.75,-0.925,24.875,3.785,0.014992176,-0.235326225,-0.503086981,-0.723918344,-0.863117548,38.235,28.535,43.92,38.575,26.555,4.73,8.97,8.97,-6.555,15.52,4.305,4.745,8.045,8.045,-5.12,13.17,1
-26.095,-4.5,4.5,-1.035,13.465,-4.615,-0.005239287,-0.341361693,-0.699079867,-0.839484934,-0.913981858,48.385,61.365,55.875,50.245,27.025,4.105,1.145,6.92,-3.075,9.985,3.46,8.045,-11.5,0,-11.5,11.5,1
31.248,-23.85,-11.7,5.09,22.42,0.802,0.025421041,-0.352599561,-0.506225519,-0.645073335,-0.90917291,36.37,1.356,28.722,28.974,20.894,6.91,13.174,13.174,-2.718,15.892,4.194,8.51,-9.404,11.194,-13.206,24.4,1
34.38,-3.75,-4.5,0.04,25.405,-2.255,-0.027539995,-0.299892173,-0.483099707,-0.672303765,-0.875129283,38.3,29.97,41.395,43.52,26.325,4.21,-7.915,3.08,-7.915,10.995,0.92,4.865,9.395,9.395,-3.895,13.285,1
9.308571429,-26.19714286,4.285714286,7.404285714,26.12285714,-0.782857143,-0.012138429,-0.381712403,-0.597402715,-0.763879088,-0.905485007,44.58142857,52.83142857,56.11142857,59.40428571,27.33714286,8.282857143,5.365714286,12.22571429,-11.45571429,23.68142857,-8.358571429,10.86142857,-4.651428571,12.79571429,-16.92428571,29.72,1
27.16,-33.61,0,7.64,27.99,-1.84,-0.019305825,-0.37745497,-0.603009622,-0.73748252,-0.889361969,70.22,44.96,61.2,63.43,29.17,7.12,14.09,14.09,-11.68,25.76,-20.46,10.02,-20.8,9.49,-20.8,30.29,1
-21.81,4.5,4.5,-0.715,37.36,1.89,0.024492044,-0.175299267,-0.507086751,-0.727471667,-0.830686067,25.47,49.045,45.85,67.63,41.01,6.73,15.115,15.115,-4.12,19.235,6.085,4.83,8.545,8.545,-0.645,9.19,1
30.546,-7.2,5.4,1.58,23.376,1.354,-0.000211976,-0.296872179,-0.525036703,-0.65170405,-0.908312594,53.472,40.92,47.906,48.68,23.198,3.494,6.188,6.188,-1.444,7.632,5.098,3.42,-4.244,3.042,-6.148,9.184,1
-4.8025,2.625,-9,1.7225,25.1,4.78,-0.039052073,-0.316657659,-0.535323899,-0.715103517,-0.845065684,51.9975,60.065,50.9975,54.65,21.3225,5.06,12.7825,12.7825,-3.9575,16.7425,6.055,6.9325,13.9125,13.9125,-2.375,16.29,1
27.13857143,-4.91,-0.428571429,1.058571429,32.20857143,-2.377142857,0.010231755,-0.270691931,-0.506403005,-0.657580636,-0.83135007,30.01571429,27.22857143,39.72857143,55.15428571,34.39142857,4.29,-2.607142857,2.995714286,-6.214285714,9.21,-0.135714286,3.69,2.618571429,4.702857143,-2.262857143,6.967142857,1
29.56,-9.78,0,2.316666667,20.17666667,-3.353333333,-0.03323635,-0.356301845,-0.606289464,-0.782375882,-0.935625851,35.2,18.67666667,30.28666667,21.11666667,12.35,3.166666667,-5.946666667,1.61,-5.946666667,7.56,-4.25,2.916666667,-5.37,0.956666667,-5.37,6.326666667,1
4.19,4.5,3,-1.76,21.09,-0.49,0.000539646,-0.348707248,-0.68804864,-0.789837866,-0.900345373,56.37,38.135,44.93,40.635,22.85,3.53,7.37,7.37,-2.925,10.295,3.895,2.165,4.365,4.365,-1.22,5.585,1
9.04,6,-6,1.76,23.73,5.58,0.012191295,-0.318011733,-0.517659271,-0.76281293,-0.900248654,63.66,37.9,49.67,39.2,20.9,6.58,11.93,11.93,0.67,11.27,1.54,1.96,-3.41,2.52,-3.41,5.93,1
16.132,0.324,-3.6,-0.068,29.688,1.872,0.008325016,-0.282274811,-0.507012407,-0.696075417,-0.878194607,30.024,28.64,36.104,46.444,34.626,2.88,3.564,5.008,-3.628,8.632,-1.292,4.024,5.67,6.312,-3.658,9.968,1
7.69,-1.5,3,0.93,26.13,2.37,-0.006333078,-0.241654488,-0.506831837,-0.708400028,-0.90509662,54.25,54.2,54.73,58.46,30.24,4.69,-7.71,7.43,-7.71,15.14,5.6,3.5,6.06,6.06,-0.3,6.36,1
55.27666667,8.086666667,13.5,1.37,23.89666667,4.43,0.004199457,-0.259448777,-0.459265272,-0.554292974,-0.871962452,45.58333333,8.95,35.62,30.09,21.33333333,6.853333333,-3.19,12.38333333,-11.14,23.52333333,11.27333333,18.60333333,32.32666667,32.32666667,-14.16,46.48666667,1
12.112,-13.2,-3,0.372,23.954,-0.816,0.025360723,-0.145432239,-0.634212072,-0.675800092,-0.760459922,28.784,26.03,41.156,46.83,17.7,4.964,0.14,4.018,-5.822,9.84,-0.354,4.758,-7.012,3.04,-7.816,10.86,1
-12.25,-6,-1.5,2.105,24.84,-3.345,-0.005298513,-0.296130914,-0.641028979,-0.78872341,-0.88831463,53.73,52.59,57.055,53.07,30.95,2.625,-4.975,3.14,-4.975,8.115,-0.01,2.58,5.075,5.075,0,5.075,1
45.0775,-2.57,5.25,1.935,22.2675,-3.385,-0.036658884,-0.356373919,-0.52357326,-0.718915065,-0.864225293,61.97,26.75,39.185,37.5625,27.76,4.295,-4.4925,1.24,-6.415,7.6575,-4.63,4.4475,3.91,6.2075,-5.47,11.6825,1
27.87111111,-8.166666667,-1.666666667,0.737777778,31.95666667,-0.947777778,0.01651837,-0.302219211,-0.518447709,-0.707665459,-0.892368422,54.99,22.52777778,43.90444444,48.44777778,34.47222222,3.304444444,-7.517777778,0.12,-7.517777778,7.633333333,0.768888889,6.285555556,-9.53,0.284444444,-9.53,9.816666667,1
-13.06833333,0.945,2.5,-0.223333333,19.89166667,12.09666667,0.013132082,-0.244885709,-0.558111312,-0.718789012,-0.822397181,40.31333333,51.19333333,57.315,48.66666667,21.95,5.051666667,11.03833333,11.03833333,-3.131666667,14.17,4.663333333,8.87,-3.6983333,0,0,0,1
16.96,-7.463333333,-5,1.09,27.52,2.083333333,0.0262785,-0.20519679,-0.516884792,-0.661643421,-0.843992803,20.80666667,27.03333333,32.36666667,43.81,28.94333333,9.556666667,19.63333333,19.63333333,-0.97,20.60333333,5.373333333,6.823333333,4.943333333,10.69,-4.956666667,15.65333333,1
11.8,16.5,-12,5.2,31.31,-6.27,-0.021818039,-0.28890949,-0.486956181,-0.678487492,-0.87195122,35.8,32.625,42.1,53.825,33.465,5.28,-1.98,2.96,-4.415,7.375,-3.03,1.705,3.37,3.37,-1.715,5.09,1
8.71,-0.75,-1.5,1.125,24.89,4.91,0.009109515,-0.309179315,-0.558957493,-0.737149077,-0.875223301,64.055,42.195,57.14,47.39,27.92,4.8,-7.26,3.235,-7.26,10.495,-1.07,1.945,4.22,4.22,-0.835,5.055,1
11.8175,-4.875,-0.75,2.345,22.165,5.3575,-0.004087471,-0.344861636,-0.638130177,-0.760736343,-0.886245033,63.905,35.7975,53.085,39.4525,22.4225,6.7675,-10.23,0.4775,-10.23,10.705,-1.79,3.2575,6.9775,6.9775,-2.4325,9.41,1
31.085,3.75,1.5,-3.65,24.71,6.62,0.006609705,-0.38730639,-0.579223453,-0.741031015,-0.877677055,60.48,20.985,44.965,38.725,26.51,4.195,9.16,9.16,-5.735,14.9,5.815,5.675,8.875,8.875,-0.59,9.47,1
33.73,19.5,-3,-4.5,26.69,-0.1,-0.026786262,-0.361093517,-0.587009378,-0.75779989,-0.863054982,55.71,35.345,39.97,45.195,29.12,4.18,10.07,10.07,-4.97,15.04,4.6,7.255,11.155,11.155,-0.44,11.595,1
10.17,-3.75,-4.5,1.73,12.22,-2.83,0.020706302,-0.374938711,-0.607221433,-0.73548233,-0.873260331,49.55,30.05,48.97,34.015,18.37,3.425,7.095,7.095,-0.265,7.36,1.095,2.47,-4.79,3.08,-4.79,7.87,1
15.03,4.8,0,-1.1,12.87,0,-0.034194062,-0.363947054,-0.653954649,-0.848703483,-0.977089436,74.27,42.27,44.46,27.4,9.18,2.55,-5.49,2.24,-5.49,7.74,-0.19,6.19,-12.08,0,-12.08,12.08,1
20.21,1.5,-12,3.9,19.69,4.69,-0.034289482,-0.367714401,-0.601787742,-0.772777228,-0.890940396,64.66,47.38,45.03,38.37,18.92,1.92,-3.81,3.23,-3.81,7.04,2.81,6.79,12.05,12.05,-3.39,15.44,1
20.81,1.5,0,-1.96,21.79,0.62,-0.042880392,-0.324362573,-0.70894167,-0.782060051,-0.888789301,75.11,47.98,63.24,39.21,24.84,2.91,5,5,-2.26,7.26,-7.57,2.84,5.21,5.21,-0.42,5.63,1
22.0675,7.125,-0.75,0.935,9.9625,-4.2975,0.00467481,-0.347122441,-0.614737517,-0.763168667,-0.862383797,59.845,28.265,41.375,29.6975,16.56,2.555,-1.3925,3.2875,-4.4,7.6875,-0.24,2.92,-3.165,3.5275,-5.1275,8.6575,1
9.495,6.75,-2.25,-0.3475,24.4925,5.8925,0.000723566,-0.285210935,-0.564601881,-0.690817001,-0.830698084,29.2775,27.3475,33.6175,35.2675,22.38,3.4575,6.03,7.5575,-2.725,10.28,3.74,4.0475,1.4675,5.2625,-2.955,8.2175,1
-7.01,-22.5,3,3.25,24.48,-1.77,-0.024299256,-0.296096219,-0.665559066,-0.769768627,-0.910406686,62.77,63.72,53.22,50.14,27.57,4.83,-8.19,2.9,-8.19,11.09,-8.43,3.95,-7.39,1.33,-7.39,8.71,1
20.07,4.5,6,-0.34,23.65,-1.75,-0.005783675,-0.332914606,-0.486011881,-0.721519981,-0.864175237,38.89,18.1,40.02,39.23,29.29,5.61,13.49,13.49,-2.5,15.99,10.14,6.74,11.74,11.74,-6.45,18.19,1
-11.8,-7.5,3,2.91,23.65,-0.63,-0.014987344,-0.280896132,-0.571517385,-0.734024601,-0.840423642,49.48,61.29,52.73,57.14,27.59,2.63,-3.76,2.36,-3.76,6.13,-3.02,1.56,3.8,3.8,-0.64,4.44,1
89.3,-33.145,1.5,3.375,26.9,5.595,-0.035681444,-0.365109774,-0.444653052,-0.595549638,-0.885972643,74.12,5.625,42.96,27.47,22.39,4.575,-2.915,5.58,-6.41,12,-2.43,5.375,-11.185,0.57,-11.185,11.755,1
16.2675,-0.75,6.75,1.545,30.55,-2.7425,0.013912222,-0.256688836,-0.530344473,-0.715236799,-0.841085487,35.425,29.9525,47.0475,61.2125,30.545,5.605,1.8825,8.045,-5.8375,13.8825,4.6525,7.4325,11.705,11.705,-2.755,14.465,1
13.678,-26.4,0,4.998,24.988,-4.63,-0.039226528,-0.325803883,-0.501265617,-0.736782035,-0.899668758,37.436,30.642,39.248,49.412,23.642,7.98,-12.578,0.868,-12.578,13.444,-9.912,7.916,-7.938,3.872,-11.484,15.358,1
32.06,16.5,-9,2.84,32.54,2.29,0.004030146,-0.332339079,-0.512306747,-0.704205469,-0.879505453,56.77,24.89,43.3,46.6,31.3,3.84,9.44,9.44,-2.49,11.93,3.83,5.19,7.94,7.94,-1.99,9.93,1
-12.92333333,1.09,6,-1.976666667,32.31333333,-0.62,0.001468572,-0.242703587,-0.502499226,-0.71016057,-0.873269341,46.08666667,54.66666667,65.49,64.54333333,31.41333333,4.13,-2.556666667,5.95,-6.91,12.86,9.383333333,4.736666667,-3.453333333,5.666666667,-7.,0,1
71.95,-3,-6,-2.47,25.21,5.56,-0.012202563,-0.381696156,-0.540309132,-0.700020338,-0.893837706,89.87,15.34,50.35,39.16,32.46,3.31,-5.68,2.71,-5.68,8.39,5.98,4.18,8.25,8.25,-2.04,10.3,1
27.55,14.176,-0.3,-7.14,7.428,5.53,0.01674697,-0.391165165,-0.639025229,-0.755345235,-0.942447899,90.234,33.5,59.276,28.806,6.202,4.748,10.514,10.514,-2.438,12.952,15.26,5.174,-9.782,0.874,-9.782,10.658,1
0.465,-2.25,3,0.8,14.665,0.045,-0.003466329,-0.268083731,-0.498010902,-0.710292124,-0.859703476,81.365,71.58,65.08,45.74,20.08,3.6,6.175,6.175,-6.025,12.2,-0.48,6.78,10.665,10.665,-0.025,10.69,1
-19.06666667,2.5,2,-2.196666667,27.74333333,3.273333333,0.004690971,-0.272445337,-0.535253249,-0.728164986,-0.899949613,36.19666667,61.99666667,49.69333333,58.74333333,30.2,5.306666667,10.82666667,10.82666667,-5.176666667,16.00333333,4.79,2.75,4.97,4.97,0,0,1
14.52,-15,-12,8.96,19.22,5.36,0.00477652,-0.3173845,-0.538100368,-0.711335596,-0.893351491,75.41,58.98,62.83,49.16,21.52,1.27,-2.84,1.76,-2.84,4.6,5.57,4.31,-9.52,1.14,-9.52,10.66,1
73.94545455,27.40909091,-8.727272727,0.487272727,20.98454545,-3.354545455,-0.013414069,-0.360526519,-0.511192877,-0.593210878,-0.788583073,71.63818182,5.349090909,34.42545455,23.45454545,16.22545455,5.04,-8.802727273,3.997272727,-8.802727273,12.80272727,-1.437272727,9.530909091,15.57909091,16.60454545,-3.806363636,20.41,1
16.5575,-8.62,0,3.4575,7.6475,-3.8175,0.006669072,-0.338499264,-0.706287843,-0.848083617,-0.916597603,64.89,26.0825,36.42,20.085,6.2725,2.5275,3.06,4.345,-1.1575,5.5025,4.4125,6.2475,-10.08,0.9675,-10.08,11.0475,1
15.345,-2.25,3,-2.23,31.81,-1.85,-0.004717803,-0.27706472,-0.575081717,-0.738123774,-0.895271301,61.655,51.42,52.565,58.77,39.27,1.915,-1.825,1.675,-3.805,5.48,-1.14,2.88,-5.865,0.615,-5.865,6.485,1
3.68,3.75,-0.75,-5.075,18.1925,2.535,0.01577152,-0.362850332,-0.624947319,-0.787989938,-0.884350964,43.3375,28,43.395,35.845,20.54,3.9875,-3.6125,3.805,-7.04,10.8425,-2.5875,3.055,-2.3275,3.0225,-4.1,7.125,1
10.74333333,-23.5,11,-1.043333333,28.81333333,6.12,0.017535613,-0.212491569,-0.507483633,-0.668662756,-0.886093455,28.49,39.44333333,37.83666667,43.91,28.40333333,9.436666667,25.18,25.18,-5.93,31.11,9.156666667,14.71,23.58,23.58,-8.773333333,32.35,1
39.15,5.25,7.5,4.5,19.35,3.615,-0.023705783,-0.37414588,-0.545369477,-0.736009981,-0.915489663,85.74,43.985,52.255,37.29,18.005,2.905,-0.215,2.76,-4.67,7.435,1.195,4.16,7.615,7.615,-5.075,12.69,1
24.37166667,2.38,-5.031666667,0.113333333,23.215,0.455,0.016461558,-0.353690036,-0.574389706,-0.725447949,-0.839475183,60.45666667,31.325,51.225,41.43333333,23.23833333,2.261666667,4.856666667,5.28,-1.608333333,6.89,-0.408333333,2.735,-2.345,1.875,-4.416666667,6.288333333,1
22.57,-6.78,0,5.87,17.37,1.09,-0.030371822,-0.40484611,-0.710714968,-0.819632957,-0.921621105,66.82,46.25,60.7,48.15,28.98,1.86,-3.05,1.08,-3.05,4.12,4.43,1.53,2.94,2.94,-2.79,5.73,1
3.836666667,-8.223333333,0,0.813333333,20.50666667,2.803333333,-0.003842268,-0.314930752,-0.518873253,-0.763227187,-0.920959056,69.09333333,46.78333333,58.37,41.74,15.16333333,3.36,-6.886666667,2.393333333,-6.886666667,9.283333333,1.92,5.466666667,-2.223333333,6.303333333,-5.843333333,12.14333333,1
23.18,-6,-3,-0.015,24.22,-0.415,-0.046595692,-0.367615746,-0.600061897,-0.766724437,-0.903255756,31.915,27.94,39.895,38.445,21.175,2.61,-6.54,1.465,-6.54,8,-2.67,1.755,3.3,3.3,-0.895,4.195,1
11.475,5.25,9,-4.835,26.995,8.055,-0.028630632,-0.272648018,-0.503436687,-0.705847421,-0.868647815,28.97,25.31,37.335,39.94,27.54,3.115,0.11,3.03,-2.5,5.535,-2.155,4.25,-6.995,1.2,-6.995,8.19,1
7.812,-0.6,-6.6,-2.014,19.258,-1.841,0.00923972,-0.263263887,-0.474080845,-0.715434469,-0.903375365,39.452,28.465,39.536,40.463,18.694,4.125,-0.685,5.365,-7.203,12.567,-3.145,4.493,7.852,8.98,-4.196,13.175,1
-3.9025,6,12.75,2.58,23.3,-3.2825,0.011820475,-0.205799832,-0.505895044,-0.706397439,-0.836584724,37.1075,45.1475,43.01,44.0475,25.6925,4.945,-12.245,1.1975,-12.245,13.4425,0.8275,10.8175,-18.5375,0.2175,-18.5375,18.755,1
23.67666667,-1,0,1.493333333,18.27,2.07,-0.004997834,-0.329239334,-0.504139458,-0.720466251,-0.878046433,50.69666667,16.36333333,36.84666667,24.53666667,16.37666667,3.41,-5.956666667,1.063333333,-5.956666667,7.023333333,0.516666667,2.97,2.21,5.443333333,-3.453333333,8.9,1
18.6,-2.25,0,0.37,20.6,-6.79,-0.008646005,-0.336703058,-0.494684498,-0.719542018,-0.88605691,95.855,69.115,72.265,56.4,22.38,1.77,3.4,3.4,-2.28,5.675,1.915,2.545,5.075,5.075,-0.22,5.295,1
30.47333333,-3.5,-2,-0.023333333,27.00666667,1.04,-0.001942458,-0.313215567,-0.572057558,-0.730729678,-0.872414818,65.97,33.10666667,47.86666667,40.46333333,27.37333333,3.656666667,-2.66,2.076666667,-5.39,7.473333333,-2.076666667,2.14,2.133333333,3.856666667,-2.266666667,6.123333333,1
8.966666667,0.5,3,1.876666667,33.00666667,3.003333333,0.009223309,-0.285741402,-0.522484513,-0.720082483,-0.832867422,35,41.18,45.62333333,61.47666667,34.56666667,3.25,10.14333333,10.14333333,-1.553333333,11.7,4.193333333,3.786666667,-1.463333333,4.933333333,-5.78,10.71666667,1
6.44,-12.03,6.75,1.83,12.205,0.595,-0.041846002,-0.297635988,-0.635238246,-0.750909123,-0.882613355,41.52,32.54,35.385,26.73,12.4025,1.8825,-3.9875,1.105,-3.9875,5.0925,-1.8875,2.4025,1.29,3.3675,-3.27,6.6425,1
8.4275,10.4425,-3.75,-4.95,25.295,0.875,-0.028867797,-0.262286653,-0.524709722,-0.721899545,-0.88048879,53.1,49.79,50.08,49.76,29.34,4.0275,7.325,7.325,-5.8475,13.1725,0.15,5.705,-5.0075,6.3625,-9.395,15.7575,1
-24.18,6,-1.5,-3.375,21.165,-8.01,-0.007960555,-0.217264542,-0.505173646,-0.753208518,-0.917436044,24.935,36.5,40.77,56.315,19.71,3.64,-6.72,0.84,-6.72,7.555,10.36,2.5,5.34,5.34,-0.175,5.515,1
